:START_ID,:END_ID,:TYPE
Movie:The Rookie,Text:sports,HAS_TAGS
Movie:The Rookie,Text:baseball,HAS_TAGS
Movie:The Rookie,Text:john lee hancock,HAS_TAGS
Movie:Catchfire,Person;Organization:Dennis Hopper,DIRECTED_BY
Movie:Catchfire,Person;Organization:Rachel Kronstadt Mann,WRITTEN_BY
Movie:Catchfire,Person;Organization:Ann Louise Bardach,WRITTEN_BY
Movie:Catchfire,Person:Jodie Foster,STARRED_ACTORS
Movie:Catchfire,Person:Dennis Hopper,STARRED_ACTORS
Movie:Catchfire,Date:1990,RELEASE_YEAR
Movie:Catchfire,Text:Action,HAS_GENRE
Movie:The Last Stand,Person:Arnold Schwarzenegger,STARRED_ACTORS
Movie:The Last Stand,Date:2013,RELEASE_YEAR
Movie:The Last Stand,Text:Action,HAS_GENRE
Movie:The Last Stand,Text:action,HAS_TAGS
Movie:The Last Stand,Text:acting,HAS_TAGS
Movie:The Last Stand,Text:small town,HAS_TAGS
Movie:The Last Stand,Text:arnold schwarzenegger,HAS_TAGS
Movie:The Last Stand,Text:johnny knoxville,HAS_TAGS
Movie:Ice Station Zebra,Person;Organization:John Sturges,DIRECTED_BY
Movie:Ice Station Zebra,Person;Organization:Harry Julian Fink,WRITTEN_BY
Movie:Ice Station Zebra,Person;Organization:Alistair MacLean,WRITTEN_BY
Movie:Ice Station Zebra,Person;Organization:Douglas Heyes,WRITTEN_BY
Movie:Ice Station Zebra,Person:Ernest Borgnine,STARRED_ACTORS
Movie:Ice Station Zebra,Person:Jim Brown,STARRED_ACTORS
Movie:Ice Station Zebra,Person:Patrick McGoohan,STARRED_ACTORS
Movie:Ice Station Zebra,Person:Rock Hudson,STARRED_ACTORS
Movie:Ice Station Zebra,Date:1968,RELEASE_YEAR
Movie:Ice Station Zebra,Text:bd-r,HAS_TAGS
Movie:Ice Station Zebra,Text:super panavision 70,HAS_TAGS
Movie:Ice Station Zebra,Text:rock hudson,HAS_TAGS
Movie:Ice Station Zebra,Text:ernest borgnine,HAS_TAGS
Movie:Ice Station Zebra,Text:patrick mcgoohan,HAS_TAGS
Movie:Joe Versus the Volcano,Person;Organization:John Patrick Shanley,DIRECTED_BY
Movie:Joe Versus the Volcano,Person;Organization:John Patrick Shanley,WRITTEN_BY
Movie:Joe Versus the Volcano,Person:Tom Hanks,STARRED_ACTORS
Movie:Joe Versus the Volcano,Person:Meg Ryan,STARRED_ACTORS
Movie:Joe Versus the Volcano,Date:1990,RELEASE_YEAR
Movie:Joe Versus the Volcano,Text:Comedy,HAS_GENRE
Movie:Joe Versus the Volcano,Text:tom hanks,HAS_TAGS
Movie:Joe Versus the Volcano,Text:meg ryan,HAS_TAGS
Movie:Joe Versus the Volcano,Text:john patrick shanley,HAS_TAGS
Movie:Mr. Hobbs Takes a Vacation,Person;Organization:Henry Koster,DIRECTED_BY
Movie:Mr. Hobbs Takes a Vacation,Person;Organization:Edward Streeter,WRITTEN_BY
Movie:Mr. Hobbs Takes a Vacation,Person:James Stewart,STARRED_ACTORS
Movie:Mr. Hobbs Takes a Vacation,Person:Maureen O'Hara,STARRED_ACTORS
Movie:Mr. Hobbs Takes a Vacation,Person:Fabian,STARRED_ACTORS
Movie:Mr. Hobbs Takes a Vacation,Date:1962,RELEASE_YEAR
Movie:Mr. Hobbs Takes a Vacation,Text:Comedy,HAS_GENRE
Movie:Mr. Hobbs Takes a Vacation,Text:henry koster,HAS_TAGS
Movie:Howard the Duck,Person;Organization:Willard Huyck,DIRECTED_BY
Movie:Howard the Duck,Person;Organization:Willard Huyck,WRITTEN_BY
Movie:Howard the Duck,Person;Organization:Gloria Katz,WRITTEN_BY
Movie:Howard the Duck,Person;Organization:Steve Gerber,WRITTEN_BY
Movie:Howard the Duck,Person:Tim Robbins,STARRED_ACTORS
Movie:Howard the Duck,Person:Lea Thompson,STARRED_ACTORS
Movie:Howard the Duck,Person:Jeffrey Jones,STARRED_ACTORS
Movie:Howard the Duck,Person:Ed Gale,STARRED_ACTORS
Movie:Howard the Duck,Date:1986,RELEASE_YEAR
Movie:Howard the Duck,Text:Comedy,HAS_GENRE
Movie:Howard the Duck,Text:Action,HAS_GENRE
Movie:Howard the Duck,Text:Adventure,HAS_GENRE
Movie:Howard the Duck,Text:action,HAS_TAGS
Movie:Howard the Duck,Text:funny,HAS_TAGS
Movie:Howard the Duck,Text:comic book,HAS_TAGS
Movie:Howard the Duck,Text:marvel,HAS_TAGS
Movie:Howard the Duck,Text:fun,HAS_TAGS
Movie:Howard the Duck,Text:anthropomorphic,HAS_TAGS
Movie:Howard the Duck,Text:lea thompson,HAS_TAGS
Movie:Magnificent Obsession,Person;Organization:Douglas Sirk,DIRECTED_BY
Movie:Magnificent Obsession,Person;Organization:Robert Blees,WRITTEN_BY
Movie:Magnificent Obsession,Person;Organization:Lloyd C. Douglas,WRITTEN_BY
Movie:Magnificent Obsession,Person;Organization:Wells Root,WRITTEN_BY
Movie:Magnificent Obsession,Person:Rock Hudson,STARRED_ACTORS
Movie:Magnificent Obsession,Person:Jane Wyman,STARRED_ACTORS
Movie:Magnificent Obsession,Date:1954,RELEASE_YEAR
Movie:Magnificent Obsession,Text:douglas sirk,HAS_TAGS
Movie:Magnificent Obsession,Text:rock hudson,HAS_TAGS
Movie:Magnificent Obsession,Text:jane wyman,HAS_TAGS
Movie:Edges of the Lord,Person;Organization:Yurek Bogayevicz,DIRECTED_BY
Movie:Edges of the Lord,Person;Organization:Yurek Bogayevicz,WRITTEN_BY
Movie:Edges of the Lord,Person:Willem Dafoe,STARRED_ACTORS
Movie:Edges of the Lord,Person:Haley Joel Osment,STARRED_ACTORS
Movie:Edges of the Lord,Date:2001,RELEASE_YEAR
Movie:Edges of the Lord,Text:War,HAS_GENRE
Movie:Edges of the Lord,Text:world war ii,HAS_TAGS
Movie:Something Borrowed,Person;Organization:Luke Greenfield,DIRECTED_BY
Movie:Something Borrowed,Person;Organization:Emily Giffin,WRITTEN_BY
Movie:Something Borrowed,Person:Kate Hudson,STARRED_ACTORS
Movie:Something Borrowed,Person:Ginnifer Goodwin,STARRED_ACTORS
Movie:Something Borrowed,Person:John Krasinski,STARRED_ACTORS
Movie:Something Borrowed,Person:Colin Egglesfield,STARRED_ACTORS
Movie:Something Borrowed,Date:2011,RELEASE_YEAR
Movie:Something Borrowed,Text:Comedy,HAS_GENRE
Movie:Something Borrowed,Text:comedy,HAS_TAGS
Movie:Something Borrowed,Text:john krasinski,HAS_TAGS
Movie:Girls in Prison,Person;Organization:John McNaughton,DIRECTED_BY
Movie:Girls in Prison,Date:1994,RELEASE_YEAR
Movie:Day of the Dead,Person;Organization:George A. Romero,DIRECTED_BY
Movie:Day of the Dead,Person;Organization:George A. Romero,WRITTEN_BY
Movie:Day of the Dead,Date:1985,RELEASE_YEAR
Movie:Day of the Dead,Text:Horror,HAS_GENRE
Movie:Day of the Dead,Text:horror,HAS_TAGS
Movie:Day of the Dead,Text:zombie,HAS_TAGS
Movie:Day of the Dead,Text:george a. romero,HAS_TAGS
Movie:L.A. Story,Person;Organization:Mick Jackson,DIRECTED_BY
Movie:L.A. Story,Person;Organization:Steve Martin,WRITTEN_BY
Movie:L.A. Story,Person:Steve Martin,STARRED_ACTORS
Movie:L.A. Story,Date:1991,RELEASE_YEAR
Movie:L.A. Story,Text:Comedy,HAS_GENRE
Movie:L.A. Story,Text:Fantasy,HAS_GENRE
Movie:L.A. Story,Text:surreal,HAS_TAGS
Movie:L.A. Story,Text:story,HAS_TAGS
Movie:L.A. Story,Text:los angeles,HAS_TAGS
Movie:L.A. Story,Text:steve martin,HAS_TAGS
Movie:L.A. Story,Text:tv,HAS_TAGS
Movie:L.A. Story,Text:mick jackson,HAS_TAGS
Movie:L.A. Story,Text:weather forecaster,HAS_TAGS
Movie:Be Cool,Person;Organization:F. Gary Gray,DIRECTED_BY
Movie:Be Cool,Person;Organization:Elmore Leonard,WRITTEN_BY
Movie:Be Cool,Person:John Travolta,STARRED_ACTORS
Movie:Be Cool,Date:2005,RELEASE_YEAR
Movie:Be Cool,Text:Comedy,HAS_GENRE
Movie:Be Cool,Text:Crime,HAS_GENRE
Movie:Be Cool,Text:john travolta,HAS_TAGS
Movie:Be Cool,Text:elmore leonard,HAS_TAGS
Movie:Be Cool,Text:f. gary gray,HAS_TAGS
Movie:One Missed Call,Person;Organization:Eric Valette,DIRECTED_BY
Movie:One Missed Call,Person;Organization:Andrew Klavan,WRITTEN_BY
Movie:One Missed Call,Person;Organization:Yasushi Akimoto,WRITTEN_BY
Movie:One Missed Call,Person:Shannyn Sossamon,STARRED_ACTORS
Movie:One Missed Call,Date:2008,RELEASE_YEAR
Movie:One Missed Call,Text:Horror,HAS_GENRE
Movie:In Between Days,Person;Organization:So Yong Kim,DIRECTED_BY
Movie:In Between Days,Person;Organization:So Yong Kim,WRITTEN_BY
Movie:In Between Days,Date:2006,RELEASE_YEAR
Movie:Mama,Person;Organization:Andrés Muschietti,DIRECTED_BY
Movie:Mama,Person;Organization:Andrés Muschietti,WRITTEN_BY
Movie:Mama,Person:Jessica Chastain,STARRED_ACTORS
Movie:Mama,Date:2013,RELEASE_YEAR
Movie:Mama,Text:Horror,HAS_GENRE
Movie:Mama,Text:horror,HAS_TAGS
Movie:Mama,Text:supernatural,HAS_TAGS
Movie:Mama,Text:forest,HAS_TAGS
Movie:Mama,Text:jessica chastain,HAS_TAGS
Movie:Planet of the Vampires,Person;Organization:Mario Bava,DIRECTED_BY
Movie:Planet of the Vampires,Person;Organization:Ib Melchior,WRITTEN_BY
Movie:Planet of the Vampires,Person;Organization:Mario Bava,WRITTEN_BY
Movie:Planet of the Vampires,Person;Organization:Louis M. Heyward,WRITTEN_BY
Movie:Planet of the Vampires,Person;Organization:Alberto Bevilacqua,WRITTEN_BY
Movie:Planet of the Vampires,Person;Organization:Callisto Cosulich,WRITTEN_BY
Movie:Planet of the Vampires,Person;Organization:Renato Pestriniero,WRITTEN_BY
Movie:Planet of the Vampires,Person;Organization:Rafael J. Salvia,WRITTEN_BY
Movie:Planet of the Vampires,Person:Barry Sullivan,STARRED_ACTORS
Movie:Planet of the Vampires,Person:Norma Bengell,STARRED_ACTORS
Movie:Planet of the Vampires,Date:1965,RELEASE_YEAR
Movie:Planet of the Vampires,Language;Text:Italian,IN_LANGUAGE
Movie:Planet of the Vampires,Text:Horror,HAS_GENRE
Movie:The Moderns,Person;Organization:Alan Rudolph,DIRECTED_BY
Movie:The Moderns,Person;Organization:Alan Rudolph,WRITTEN_BY
Movie:The Moderns,Person:Linda Fiorentino,STARRED_ACTORS
Movie:The Moderns,Person:Keith Carradine,STARRED_ACTORS
Movie:The Moderns,Date:1988,RELEASE_YEAR
Movie:The Detective,Person;Organization:Gordon Douglas,DIRECTED_BY
Movie:The Detective,Person;Organization:Roderick Thorp,WRITTEN_BY
Movie:The Detective,Person;Organization:Abby Mann,WRITTEN_BY
Movie:The Detective,Person:Frank Sinatra,STARRED_ACTORS
Movie:The Detective,Person:Lee Remick,STARRED_ACTORS
Movie:The Detective,Person:Jack Klugman,STARRED_ACTORS
Movie:The Detective,Date:1968,RELEASE_YEAR
Movie:Disclosure,Person;Organization:Barry Levinson,DIRECTED_BY
Movie:Disclosure,Person;Organization:Michael Crichton,WRITTEN_BY
Movie:Disclosure,Person:Michael Douglas,STARRED_ACTORS
Movie:Disclosure,Person:Donald Sutherland,STARRED_ACTORS
Movie:Disclosure,Person:Demi Moore,STARRED_ACTORS
Movie:Disclosure,Date:1994,RELEASE_YEAR
Movie:Disclosure,Text:Thriller,HAS_GENRE
Movie:Disclosure,Text:michael douglas,HAS_TAGS
Movie:Disclosure,Text:michael crichton,HAS_TAGS
Movie:Disclosure,Text:demi moore,HAS_TAGS
Movie:Disclosure,Text:sexual harassment,HAS_TAGS
Movie:Inherit the Wind,Person;Organization:Stanley Kramer,DIRECTED_BY
Movie:Inherit the Wind,Person;Organization:Nedrick Young,WRITTEN_BY
Movie:Inherit the Wind,Person;Organization:Harold Jacob Smith,WRITTEN_BY
Movie:Inherit the Wind,Person;Organization:Jerome Lawrence,WRITTEN_BY
Movie:Inherit the Wind,Person:Spencer Tracy,STARRED_ACTORS
Movie:Inherit the Wind,Person:Gene Kelly,STARRED_ACTORS
Movie:Inherit the Wind,Person:Fredric March,STARRED_ACTORS
Movie:Inherit the Wind,Person:Dick York,STARRED_ACTORS
Movie:Inherit the Wind,Date:1960,RELEASE_YEAR
Movie:Inherit the Wind,Text:bd-r,HAS_TAGS
Movie:Inherit the Wind,Text:spencer tracy,HAS_TAGS
Movie:Inherit the Wind,Text:stanley kramer,HAS_TAGS
Movie:Silent Light,Person;Organization:Carlos Reygadas,DIRECTED_BY
Movie:Silent Light,Person;Organization:Carlos Reygadas,WRITTEN_BY
Movie:Silent Light,Date:2007,RELEASE_YEAR
Movie:Where Were You When the Lights Went Out?,Person;Organization:Hy Averback,DIRECTED_BY
Movie:Where Were You When the Lights Went Out?,Person;Organization:Karl Tunberg,WRITTEN_BY
Movie:Where Were You When the Lights Went Out?,Person;Organization:Claude Magnier,WRITTEN_BY
Movie:Where Were You When the Lights Went Out?,Person;Organization:Everett Freeman,WRITTEN_BY
Movie:Where Were You When the Lights Went Out?,Person:Doris Day,STARRED_ACTORS
Movie:Where Were You When the Lights Went Out?,Date:1968,RELEASE_YEAR
Movie:Where Were You When the Lights Went Out?,Text:Comedy,HAS_GENRE
Movie:Let's Scare Jessica to Death,Person;Organization:John D. Hancock,DIRECTED_BY
Movie:Let's Scare Jessica to Death,Person;Organization:John D. Hancock,WRITTEN_BY
Movie:Let's Scare Jessica to Death,Person:Zohra Lampert,STARRED_ACTORS
Movie:Let's Scare Jessica to Death,Date:1971,RELEASE_YEAR
Movie:Let's Scare Jessica to Death,Text:Horror,HAS_GENRE
Movie:Novo,Person:Eduardo Noriega,STARRED_ACTORS
Movie:Novo,Date:2002,RELEASE_YEAR
Movie:Novo,Text:Comedy,HAS_GENRE
Movie:The Heat,Person;Organization:Paul Feig,DIRECTED_BY
Movie:The Heat,Person;Organization:Katie Dippold,WRITTEN_BY
Movie:The Heat,Person:Sandra Bullock,STARRED_ACTORS
Movie:The Heat,Person:Melissa McCarthy,STARRED_ACTORS
Movie:The Heat,Date:2013,RELEASE_YEAR
Movie:The Heat,Text:Comedy,HAS_GENRE
Movie:The Heat,Text:sandra bullock,HAS_TAGS
Movie:The Heat,Text:fbi,HAS_TAGS
Movie:The Heat,Text:melissa mccarthy,HAS_TAGS
Movie:The Heat,Text:paul feig,HAS_TAGS
Movie:Blood from the Mummy's Tomb,Person;Organization:Seth Holt,DIRECTED_BY
Movie:Blood from the Mummy's Tomb,Person;Organization:Bram Stoker,WRITTEN_BY
Movie:Blood from the Mummy's Tomb,Person:Andrew Keir,STARRED_ACTORS
Movie:Blood from the Mummy's Tomb,Person:James Villiers,STARRED_ACTORS
Movie:Blood from the Mummy's Tomb,Person:Valerie Leon,STARRED_ACTORS
Movie:Blood from the Mummy's Tomb,Date:1971,RELEASE_YEAR
Movie:Blood from the Mummy's Tomb,Text:bd-r,HAS_TAGS
Movie:Above the Rim,Person;Organization:Jeff Pollack,DIRECTED_BY
Movie:Above the Rim,Person;Organization:Barry Michael Cooper,WRITTEN_BY
Movie:Above the Rim,Person;Organization:Jeff Pollack,WRITTEN_BY
Movie:Above the Rim,Person;Organization:Benny Medina,WRITTEN_BY
Movie:Above the Rim,Person:Leon,STARRED_ACTORS
Movie:Above the Rim,Person:Tupac Shakur,STARRED_ACTORS
Movie:Above the Rim,Person:Duane Martin,STARRED_ACTORS
Movie:Above the Rim,Date:1994,RELEASE_YEAR
Movie:Above the Rim,Text:Drama,HAS_GENRE
Movie:The Beast of Yucca Flats,Person;Organization:Coleman Francis,DIRECTED_BY
Movie:The Beast of Yucca Flats,Person;Organization:Coleman Francis,WRITTEN_BY
Movie:The Beast of Yucca Flats,Date:1961,RELEASE_YEAR
Movie:The Beast of Yucca Flats,Text:Horror,HAS_GENRE
Movie:The Beast of Yucca Flats,Number:bad,HAS_IMDB_RATING
Movie:Naan Kadavul,Person;Organization:Bala,DIRECTED_BY
Movie:Naan Kadavul,Person;Organization:Bala,WRITTEN_BY
Movie:Naan Kadavul,Date:2009,RELEASE_YEAR
Movie:Naan Kadavul,Language;Text:Tamil,IN_LANGUAGE
Movie:Naan Kadavul,Text:Drama,HAS_GENRE
Movie:Black Venus,Person;Organization:Abdellatif Kechiche,DIRECTED_BY
Movie:Black Venus,Person;Organization:Abdellatif Kechiche,WRITTEN_BY
Movie:Black Venus,Date:2010,RELEASE_YEAR
Movie:Black Venus,Language;Text:French,IN_LANGUAGE
Movie:Black Venus,Text:Drama,HAS_GENRE
Movie:Black Venus,Text:19th century,HAS_TAGS
Movie:Drop Dead Fred,Person;Organization:Ate de Jong,DIRECTED_BY
Movie:Drop Dead Fred,Person:Tim Matheson,STARRED_ACTORS
Movie:Drop Dead Fred,Person:Phoebe Cates,STARRED_ACTORS
Movie:Drop Dead Fred,Person:Marsha Mason,STARRED_ACTORS
Movie:Drop Dead Fred,Person:Rik Mayall,STARRED_ACTORS
Movie:Drop Dead Fred,Date:1991,RELEASE_YEAR
Movie:Drop Dead Fred,Text:Comedy,HAS_GENRE
Movie:Drop Dead Fred,Text:Fantasy,HAS_GENRE
Movie:Drop Dead Fred,Text:imaginary friend,HAS_TAGS
Movie:Happy Tears,Person;Organization:Mitchell Lichtenstein,DIRECTED_BY
Movie:Happy Tears,Person;Organization:Mitchell Lichtenstein,WRITTEN_BY
Movie:Happy Tears,Person:Demi Moore,STARRED_ACTORS
Movie:Happy Tears,Person:Parker Posey,STARRED_ACTORS
Movie:Happy Tears,Date:2009,RELEASE_YEAR
Movie:Happy Tears,Text:Drama,HAS_GENRE
Movie:Happy Tears,Text:Comedy,HAS_GENRE
Movie:The Delta Force,Person;Organization:Menahem Golan,DIRECTED_BY
Movie:The Delta Force,Person;Organization:Menahem Golan,WRITTEN_BY
Movie:The Delta Force,Person:Martin Balsam,STARRED_ACTORS
Movie:The Delta Force,Person:Lee Marvin,STARRED_ACTORS
Movie:The Delta Force,Person:Chuck Norris,STARRED_ACTORS
Movie:The Delta Force,Person:Joey Bishop,STARRED_ACTORS
Movie:The Delta Force,Date:1986,RELEASE_YEAR
Movie:The Delta Force,Text:chuck norris,HAS_TAGS
Movie:The Delta Force,Text:menahem golan,HAS_TAGS
Movie:Bad Boy Bubby,Person;Organization:Rolf de Heer,DIRECTED_BY
Movie:Bad Boy Bubby,Person;Organization:Rolf de Heer,WRITTEN_BY
Movie:Bad Boy Bubby,Person:Nicholas Hope,STARRED_ACTORS
Movie:Bad Boy Bubby,Date:1993,RELEASE_YEAR
Movie:Bad Boy Bubby,Text:Comedy,HAS_GENRE
Movie:Bad Boy Bubby,Number:good,HAS_IMDB_RATING
Movie:Bad Boy Bubby,Text:black comedy,HAS_TAGS
Movie:Bad Boy Bubby,Text:incest,HAS_TAGS
Movie:Bad Boy Bubby,Text:rolf de heer,HAS_TAGS
Movie:We'll Never Have Paris,Person;Organization:Simon Helberg,DIRECTED_BY
Movie:We'll Never Have Paris,Person;Organization:Jocelyn Towne,DIRECTED_BY
Movie:We'll Never Have Paris,Person;Organization:Simon Helberg,WRITTEN_BY
Movie:We'll Never Have Paris,Person:Maggie Grace,STARRED_ACTORS
Movie:We'll Never Have Paris,Person:Melanie Lynskey,STARRED_ACTORS
Movie:We'll Never Have Paris,Text:Comedy,HAS_GENRE
Movie:Wrong,Person;Organization:Quentin Dupieux,DIRECTED_BY
Movie:Wrong,Person;Organization:Quentin Dupieux,WRITTEN_BY
Movie:Wrong,Person:Jack Plotnick,STARRED_ACTORS
Movie:Wrong,Date:2012,RELEASE_YEAR
Movie:Wrong,Text:Comedy,HAS_GENRE
Movie:Crisis,Person;Organization:Richard Brooks,DIRECTED_BY
Movie:Crisis,Person;Organization:Richard Brooks,WRITTEN_BY
Movie:Crisis,Person;Organization:George Tabori,WRITTEN_BY
Movie:Crisis,Person:Cary Grant,STARRED_ACTORS
Movie:Crisis,Person:José Ferrer,STARRED_ACTORS
Movie:Crisis,Date:1950,RELEASE_YEAR
Movie:Crisis,Text:Drama,HAS_GENRE
Movie:Humpday,Person;Organization:Lynn Shelton,DIRECTED_BY
Movie:Humpday,Person;Organization:Lynn Shelton,WRITTEN_BY
Movie:Humpday,Person:Joshua Leonard,STARRED_ACTORS
Movie:Humpday,Person:Mark Duplass,STARRED_ACTORS
Movie:Humpday,Person:Alycia Delmore,STARRED_ACTORS
Movie:Humpday,Person:Lynn Shelton,STARRED_ACTORS
Movie:Humpday,Date:2009,RELEASE_YEAR
Movie:Humpday,Text:Comedy,HAS_GENRE
Movie:Humpday,Text:comedy,HAS_TAGS
Movie:The Hallelujah Trail,Person;Organization:John Sturges,DIRECTED_BY
Movie:The Hallelujah Trail,Person:Burt Lancaster,STARRED_ACTORS
Movie:The Hallelujah Trail,Person:Lee Remick,STARRED_ACTORS
Movie:The Hallelujah Trail,Person:Jim Hutton,STARRED_ACTORS
Movie:The Hallelujah Trail,Date:1965,RELEASE_YEAR
Movie:The Hallelujah Trail,Text:Western,HAS_GENRE
Movie:The Hallelujah Trail,Text:bd-r,HAS_TAGS
Movie:The Hallelujah Trail,Text:western,HAS_TAGS
Movie:The Hallelujah Trail,Text:ultra panavision 70,HAS_TAGS
Movie:Django the Bastard,Person;Organization:Sergio Garrone,DIRECTED_BY
Movie:Django the Bastard,Person;Organization:Sergio Garrone,WRITTEN_BY
Movie:Django the Bastard,Date:1969,RELEASE_YEAR
Movie:Django the Bastard,Language;Text:Italian,IN_LANGUAGE
Movie:Django the Bastard,Text:Western,HAS_GENRE
Movie:Day of the Falcon,Person;Organization:Hans Ruesch,WRITTEN_BY
Movie:Day of the Falcon,Person:Antonio Banderas,STARRED_ACTORS
Movie:Day of the Falcon,Person:Mark Strong,STARRED_ACTORS
Movie:Day of the Falcon,Person:Freida Pinto,STARRED_ACTORS
Movie:Day of the Falcon,Person:Tahar Rahim,STARRED_ACTORS
Movie:Day of the Falcon,Date:2011,RELEASE_YEAR
Movie:Day of the Falcon,Text:Drama,HAS_GENRE
Movie:Wild Bill,Person;Organization:Dexter Fletcher,DIRECTED_BY
Movie:Wild Bill,Person;Organization:Dexter Fletcher,WRITTEN_BY
Movie:Wild Bill,Date:2011,RELEASE_YEAR
Movie:Wild Bill,Language;Text:English,IN_LANGUAGE
Movie:Relentless,Person;Organization:William Lustig,DIRECTED_BY
Movie:Relentless,Person:Robert Loggia,STARRED_ACTORS
Movie:Relentless,Person:Judd Nelson,STARRED_ACTORS
Movie:Relentless,Person:Leo Rossi,STARRED_ACTORS
Movie:Relentless,Date:1989,RELEASE_YEAR
Movie:Relentless,Text:Crime,HAS_GENRE
Movie:A Love Song for Bobby Long,Person;Organization:Shainee Gabel,DIRECTED_BY
Movie:A Love Song for Bobby Long,Person;Organization:Shainee Gabel,WRITTEN_BY
Movie:A Love Song for Bobby Long,Person;Organization:Ronald Everett Capps,WRITTEN_BY
Movie:A Love Song for Bobby Long,Date:2004,RELEASE_YEAR
Movie:A Love Song for Bobby Long,Text:Drama,HAS_GENRE
Movie:12 Angry Men,Person;Organization:William Friedkin,DIRECTED_BY
Movie:12 Angry Men,Person;Organization:Reginald Rose,WRITTEN_BY
Movie:12 Angry Men,Date:1997,RELEASE_YEAR
Movie:12 Angry Men,Text:william friedkin,HAS_TAGS
Movie:Tobacco Road,Person;Organization:John Ford,DIRECTED_BY
Movie:Tobacco Road,Person;Organization:Erskine Caldwell,WRITTEN_BY
Movie:Tobacco Road,Person:Gene Tierney,STARRED_ACTORS
Movie:Tobacco Road,Person:Charley Grapewin,STARRED_ACTORS
Movie:Tobacco Road,Person:Marjorie Rambeau,STARRED_ACTORS
Movie:Tobacco Road,Person:William Tracy,STARRED_ACTORS
Movie:Tobacco Road,Date:1941,RELEASE_YEAR
Movie:American Splendor,Person;Organization:Robert Pulcini,DIRECTED_BY
Movie:American Splendor,Person;Organization:Shari Springer Berman,DIRECTED_BY
Movie:American Splendor,Person;Organization:Robert Pulcini,WRITTEN_BY
Movie:American Splendor,Person;Organization:Shari Springer Berman,WRITTEN_BY
Movie:American Splendor,Person;Organization:Harvey Pekar,WRITTEN_BY
Movie:American Splendor,Person;Organization:Joyce Brabner,WRITTEN_BY
Movie:American Splendor,Date:2003,RELEASE_YEAR
Movie:American Splendor,Text:Drama,HAS_GENRE
Movie:American Splendor,Text:Comedy,HAS_GENRE
Movie:American Splendor,Text:paul giamatti,HAS_TAGS
Movie:American Splendor,Text:comic books,HAS_TAGS
Movie:American Splendor,Text:shari springer berman,HAS_TAGS
Movie:American Splendor,Text:robert pulcini,HAS_TAGS
Movie:The World Unseen,Person;Organization:Shamim Sarif,DIRECTED_BY
Movie:The World Unseen,Person;Organization:Shamim Sarif,WRITTEN_BY
Movie:The World Unseen,Person:Lisa Ray,STARRED_ACTORS
Movie:The World Unseen,Person:Sheetal Sheth,STARRED_ACTORS
Movie:The World Unseen,Date:2007,RELEASE_YEAR
Movie:The World Unseen,Text:Drama,HAS_GENRE
Movie:Stand Up Guys,Person;Organization:Fisher Stevens,DIRECTED_BY
Movie:Stand Up Guys,Person:Al Pacino,STARRED_ACTORS
Movie:Stand Up Guys,Person:Christopher Walken,STARRED_ACTORS
Movie:Stand Up Guys,Person:Alan Arkin,STARRED_ACTORS
Movie:Stand Up Guys,Date:2012,RELEASE_YEAR
Movie:Stand Up Guys,Text:Comedy,HAS_GENRE
Movie:Stand Up Guys,Text:Crime,HAS_GENRE
Movie:Stand Up Guys,Text:christopher walken,HAS_TAGS
Movie:Life Partners,Person;Organization:Susanna Fogel,DIRECTED_BY
Movie:Life Partners,Person;Organization:Joni Lefkowitz,WRITTEN_BY
Movie:Life Partners,Person;Organization:Susanna Fogel,WRITTEN_BY
Movie:Life Partners,Person:Leighton Meester,STARRED_ACTORS
Movie:Life Partners,Person:Gabourey Sidibe,STARRED_ACTORS
Movie:Life Partners,Person:Gillian Jacobs,STARRED_ACTORS
Movie:Life Partners,Date:2014,RELEASE_YEAR
Movie:Life Partners,Text:Comedy,HAS_GENRE
Movie:Life Partners,Text:gillian jacobs,HAS_TAGS
Movie:The Italian,Person;Organization:Andrei Romanov,WRITTEN_BY
Movie:The Italian,Date:2005,RELEASE_YEAR
Movie:The Italian,Language;Text:Italian,IN_LANGUAGE
Movie:The Italian,Language;Text:Russian,IN_LANGUAGE
Movie:The Italian,Text:Drama,HAS_GENRE
Movie:A Gathering of Eagles,Person;Organization:Delbert Mann,DIRECTED_BY
Movie:A Gathering of Eagles,Person;Organization:Sy Bartlett,WRITTEN_BY
Movie:A Gathering of Eagles,Person:Rod Taylor,STARRED_ACTORS
Movie:A Gathering of Eagles,Person:Rock Hudson,STARRED_ACTORS
Movie:A Gathering of Eagles,Person:Barry Sullivan,STARRED_ACTORS
Movie:A Gathering of Eagles,Person:Mary Peach,STARRED_ACTORS
Movie:A Gathering of Eagles,Date:1963,RELEASE_YEAR
Movie:A Gathering of Eagles,Language;Text:English,IN_LANGUAGE
Movie:A Gathering of Eagles,Number:unknown,HAS_IMDB_VOTES
Movie:Fifty Shades of Grey,Person;Organization:Kelly Marcel,WRITTEN_BY
Movie:Fifty Shades of Grey,Person:Dakota Johnson,STARRED_ACTORS
Movie:Fifty Shades of Grey,Person:Jamie Dornan,STARRED_ACTORS
Movie:Fifty Shades of Grey,Date:2015,RELEASE_YEAR
Movie:Fifty Shades of Grey,Text:Drama,HAS_GENRE
Movie:Fifty Shades of Grey,Text:erotic,HAS_TAGS
Movie:Kingdom of the Spiders,Person;Organization:Richard Robinson,WRITTEN_BY
Movie:Kingdom of the Spiders,Person;Organization:Alan Caillou,WRITTEN_BY
